7.8364,6.7003,7.5115,7.8363,6.684,7.4769,6.2004,7.9648,5.3442,6.1121,6.9843,7.3243,7.0039,4.8348,6.343,3.6154,6.0767,6.0771,4.6585,6.9907,4.3151,6.2126,5.8448,6.2043,5.3007,7.0091,7.3796,7.1768,6.607,6.9765,6.619,4.2449,6.5724,7.3388,7.4273,7.6395,7.4462,5.8627,6.8247,7.366,6.4023,7.1766,5.9516,6.4484,4.8557,6.7164,7.8399,6.9757,7.3026,6.3546,7.0182,6.7337,6.5515,5.8605,6.5633,6.0982,8.5444,6.9716,6.5466,8.0279,6.413,7.21,7.7362,6.7799,8.4211,7.5502,7.9979,6.5588,7.5775,5.4855,6.5412,5.4093,6.2116,5.38,7.011,5.8383,6.856,6.1323,5.8627,5.8549,5.9737,5.6806,7.3016,6.21,6.7282,5.369,5.9754,7.7141,6.069,6.9691,6.2386,5.7182,6.4941,6.0999,5.1767,5.1772,3.9224,6.3249,5.4099,7.6697,6.3516,4.9367,4.2106,5.6277,5.3016,4.7852,4.5219,5.7024,7.0825,6.0725,5.5291,5.0625,4.9869,6.6052,2.7585,6.3651,6.3789,5.3348,3.8351,5.5046,7.9468,4.9475,4.0613,6.0969,4.8604,5.2462,3.4443,5.282,5.6176,4.8375,6.0747,4.0508,7.1362,7.3272,6.4975,7.8636,5.3553,6.7708,7.1849,5.7094,7.4506,6.7423,5.5483,7.0472,6.6457,7.6919,6.8949,6.0093,6.8527,6.1663,5.4241,6.9854,6.7101,7.9259,6.4828
244.34,198.37,119.03,297.66,269.74,247.33,193.77,241.76,248.75,237.15,201.13,177.12,173.8,84.963,98.596,164.84,107.69,137.4,109.93,180.09,148.79,124.45,186.44,171.34,137.45,140.82,137.96,118.93,172.44,177.86,209.98,92.263,208.93,227.81,167.46,168.28,323.2,102.25,206.23,200.53,243.85,121.3,170.74,146.35,137.96,105.53,153.75,188.29,214.43,186.68,151.56,212.22,178.47,74.79,177.57,245.76,113.09,208.39,109.59,238.48,223.09,214.59,256.48,126.85,154.74,268.13,170.45,108.59,150.86,224.38,249.39,172.88,96.537,143.81,160.06,209.05,234.12,219.98,128.7,192.93,117.49,154.11,239.24,130.98,165.33,142.42,142.42,227.55,100.28,235.64,163.84,152.95,153.67,140.13,94.42,180.38,140.14,199.88,129.29,138.12,78.414,99.875,132.32,180.68,68.298,154.52,85.948,227.74,96.547,98.555,146.21,178.26,185.08,102.91,174.79,125.38,121.86,166.27,109.7,116.71,131.37,91.806,96.343,110.19,59.081,174.75,119.92,107.8,130.78,131.18,133.49,150.89,151.63,186.8,219.79,185.2,253.38,176.66,192.41,118.22,335.95,212.87,268.52,200.88,180.86,170.68,201.38,213.57,171.83,170.89,196.97,157.75,194.65,208.23,243.12
1139.5,597.19,521.22,785.29,909.94,945.52,618.16,660.01,912.29,780.4,566.35,654.18,526.82,263.7,259.26,633.73,359.31,499.59,557.23,633.29,601.86,438.67,768.52,427.68,516.84,632.92,473.02,563.05,724.38,565,952.26,627.96,815.53,845.88,492.4,654.29,1131.7,399.77,645.32,545.07,722.83,426.59,747.41,642.91,605.31,498.67,826.39,690.46,650.19,516.89,629.94,761.6,683.01,285.17,727.15,852.34,403.54,834.9,416.45,751.05,806.38,680.29,754.34,438.45,629.96,895.15,511.9,373.67,546.98,529.79,868.73,696.27,395.57,571.38,682.29,651.29,768.09,774.68,609.72,505.73,336.42,719.21,694.82,525.53,572.6,540.44,380.02,780.86,387.1,754.47,660.19,470.33,686.14,484.23,356.72,624.45,523.73,780.52,554.97,446.06,315.66,530.22,385.79,489.09,414.21,596.13,397.41,815.32,662.97,313.41,684.61,603.82,669.7,497.75,620.91,410.34,423,611.48,390.11,455.88,428.68,344.29,372.89,580,279.92,686.42,527.03,413.78,389.97,543.73,331.85,511.88,698.39,531.35,863.27,561.62,839.39,823.04,579.18,498.73,1130.3,997.29,1201.9,828.21,669.25,892.69,843.66,781.71,698.51,744.29,582.42,685.35,619.16,853.31,791.27
4334.2,4673.5,4644.3,4748.1,4192.5,4133.7,4230.4,5807.7,4848.3,4407,3949.2,4587.5,6249.3,3391.9,4693.4,2521.5,2871.9,2352.9,2843.6,5017.2,4476.5,1370.2,4333.7,3585.7,4497,4243.9,4325,3298.1,6297,3690.1,2181.4,4738.8,3805.4,5409,2443.2,3663,3748.7,3528.6,2691.3,3325.5,4124.3,2856.2,2651.1,2987.3,4914,3112.2,4227.9,4699.7,4901.6,3331.8,4050.7,4410.6,4920.8,4960.1,5829.3,3376.6,5465.2,4375.7,3095.3,4539.1,4379,4632.3,2700.7,3288.5,2882.2,3035.2,2405.6,2801.8,2260,2799.4,3414.2,4013.7,4607.4,4187.8,4088.8,3988.9,4046.8,2716.3,3850.9,3476.4,3279.6,3583.6,4909.1,2407.7,4404,2829.6,3040.4,4783,3064.8,5124,4936.3,4282.8,3469.9,2593.5,3463.3,3438.9,2605.9,2510.8,3303.5,2700.9,3151.7,3353.3,2646.8,3357.7,2989,3849.8,3075.9,3653.9,3413.4,2581.1,2436.8,3327.6,2564.7,2712.7,2813.8,2810.1,2783.9,3749.1,4742.2,2012.5,4089.9,2930.6,4242.3,3705.5,2475.9,2817.5,3774,3608.9,3693.5,3095,4541.8,2944.7,3211.2,7137.2,6712.8,6438.8,6535.6,5817.2,5062.3,5218,4527.7,3964.8,3219.5,4591,5985.1,6207,4414.9,3149.9,4626,2819.7,5330.1,5133.2,5615.4,5820,4843.2
5300.6,6069.6,5956.2,5258.1,5044.5,5235.1,5822.2,7445.7,6561.5,5839,5297,5650.2,7871.7,4103.6,6483.3,3102.7,3392.2,2969.7,3746.9,6249,6250.1,1850.6,5295,4013.6,6068.8,5887.4,5409.7,4295.5,7914.8,4950,2627.6,6028.8,4971.3,7420.8,3304.1,4407.7,4877.5,4152.4,3867.1,4100.5,5121.4,3605,3812,3227.2,5853.7,3937.5,5278.4,6619.9,6194.5,4048.2,5302.9,5368,5958.1,6796.3,7568.6,4271.5,7374.3,6194.6,4402.6,5559.8,5643.5,6348.7,3634.2,4795.5,3720.8,3779.8,3488.5,3889.1,3018.6,3691.8,4257.7,4934.4,5548,5408.5,4905.6,5292.9,5205.8,3529,5291.1,5129.2,4634.9,4639.9,6146.2,3268.7,5516.4,3775.8,4685.8,6190.7,3969.8,6572,6144.9,5920.8,4471,3512.3,4406.2,4682.9,3456.2,3384.9,4102.6,3513.1,4278.8,4249.6,3532.8,4243,3582.1,4919.6,3773.3,4850,4461.7,2954.2,3087,4048,3578.3,2776.6,3998.6,3754.3,4003.7,5313.2,6267,2715.7,5775.2,3475.1,5613.9,4459.8,2761.6,3658.6,5211.2,4853.1,4109.8,4262.5,5128.4,3711.4,3803.9,8803.7,8983.8,8424.6,8086,6349.5,6462,6910.5,6022.9,4495.4,3961.1,5570.9,7214.1,7002.2,5604.7,3962,5585.3,3709.1,6469.5,6166.9,7059,7702,5515
4931.1,4051.4,4120.9,2998.1,4145.7,4376.7,4767.6,6447.6,5963.7,4181,4766.8,3918.1,4606.2,4261.3,5158,4007.4,3774.1,2237.6,3111.2,3452.3,3201,2165,3799.3,3872.3,4459.4,4436.9,3818,3821.5,5243.3,3983,2839.6,4290.8,3685.6,4958.8,3547.9,2021.5,4377,4677.7,3882.4,3366.6,4885.7,3727.7,4412.9,2789.9,4643.6,2988.7,3713.2,5659.7,4990.4,3911.7,3692.2,5198,3766.3,4551.5,3999,3506.4,5980.4,5710.7,4133.2,5045,3921.5,3914.2,4796.1,2855.7,2937.9,4070.8,3815.4,5255.5,5100.3,2884.1,4530,2398.9,5184.6,3419,4266.8,4766.6,4630.7,3705.8,4003.9,4361.9,3959.9,4084.1,4161.9,2875.2,4429.6,3402.4,3017.9,4508,4269.5,3831.6,4617.6,5350.8,3536.9,3149.8,3311.2,4765.3,3666.7,3981.1,4412,3321.4,3566.8,2637.9,3484.8,3408.8,3595.3,4099.3,2597.4,3106.5,3291.2,4608.6,3339.7,4669.2,4100.1,5113.3,3875.9,3021.6,4320.9,3495.9,4317.9,2408.9,3524.8,3966,4232.1,4290.1,2944.1,2810.3,3642.2,3682.1,2769.6,2853.5,5480.1,4020.5,3447.2,5988.3,6751.6,4790.9,6044.3,7999.7,7613.6,6032.4,4993.2,5539.2,3979.2,6495.1,6184,5263.4,6629.4,4486.3,4282.6,4258.4,4689.2,5146,6174.6,5469.3,5857.3
20.128,15.993,20.023,21.96,14.826,18.392,16.702,21.238,14.899,16.606,19.898,20.947,17.183,13.78,18.461,10.611,17.803,15.798,13.1,19.748,11.851,18.508,18.053,18.697,15.266,15.591,20.05,17.253,17.924,17.707,18.418,10.957,18.071,18.047,19.653,20.504,19.108,15.747,19.07,19.397,17.434,16.699,17.341,17.063,12.079,19.037,20.469,17.478,19.92,14.066,18.468,18.566,17.254,15.718,18.715,17.502,22.973,18.611,18.51,21.183,18.427,19.814,21.228,16.444,22.672,18.429,22.583,18.674,20.733,15.37,16.25,12.62,19.283,14.673,18.367,15.06,17.329,14.585,13.232,14.806,15.087,14.246,17.083,16.12,13.873,13.163,16.288,19.862,16.052,18.792,14.829,15.657,18.561,16.411,15.324,11.099,11.249,16.309,14.89,21.596,17.009,12.156,10.807,15.105,13.548,15.082,14.231,13.727,19.882,17.224,14.061,15.329,15.746,17.337,8.6195,14.685,18.698,13.049,11.404,12.96,21.396,12.575,12.689,15.346,11.361,15.012,8.6246,11.339,14.75,11.316,16.504,13.13,16.775,20.992,15.461,21.274,13.596,18.32,20.572,15.182,21.059,19.329,14.428,18.939,18.856,20.234,18.72,13.388,19.015,15.51,14.213,18.447,16.763,22.522,18.904
6702.4,7707.1,7703.3,6614.5,6236.8,6795.8,7757.2,9221.1,8342.9,7318.4,6848,6521.1,9841.4,4848.6,8502.1,3845.4,3968.5,3715.6,4621.5,8184.3,7677.6,2185.2,6738.9,4810.3,7547.7,7805.4,6979.5,5384.7,9928.4,6178.8,3126.9,7325.1,6216.8,9506.2,4297.9,5022.9,5691.3,4706.6,5294.6,5021.5,6008.3,4626.1,5174.9,3882.2,6641,4483.4,6163.1,8197.5,7378.2,5031.6,6748.6,5976.6,7649.9,8633.5,9620.2,5645.2,9314.5,7969.5,5909.8,7104.4,7096.1,8170.2,4774.7,6495.9,5063.4,4915.8,4733.8,4992.3,4441.3,4855.1,5036.8,6458.9,6246.8,6750.9,5480.3,6612.4,6542.3,4372.7,6820.2,6326.7,5961.9,6042.6,7895.3,4336.7,7009,4996.5,6421.6,7883.3,4971.9,8201.2,7792.3,6574.9,5662.8,4739.8,5557.5,6116.2,4075.8,4022.1,5168.6,4356.2,5722,5476.7,3640.9,5596,4279.7,6546.1,4561.8,6274,5548.4,3754.3,3686.2,4791.4,5002.2,3239.3,4837.4,4675.2,5276.6,6502.2,8095.8,3464.2,7581.8,3897.9,7511.8,5181.5,3050.9,4634.1,6412.1,5941.9,5177.1,5513.9,5476.7,4905.1,4352,10622,10623,10479,9568.3,7493.8,7457.2,8307.3,7648.3,4969.1,4920.1,6685.6,9105.6,8241.3,7308.7,4771.5,7356.5,4334.6,8171.8,6480.5,8764.5,9545.9,6245.9
52.358,20.956,14.889,30.626,20.017,2.8541,39.813,4.0144,22.11,11.675,41.677,39.878,11.008,15.894,-3.0718,1.3049,1.8159,15.048,4.9945,13.58,-1.0914,23.143,21.344,20.653,9.4392,15.502,-2.6069,2.6989,51.545,9.0019,28.594,35.362,43.09,22.411,11.047,32.96,40.066,3.5647,12.168,0.93441,33.203,14.061,7.3151,8.3515,30.992,18.033,35.414,36.758,37.747,2.9149,33.233,-1.2391,8.7401,15.911,20.434,58.606,12.683,18.548,40.628,16.739,13.48,26.332,19.742,0.30124,42.513,21.977,27.339,22.327,4.5054,6.1522,10.252,20.699,21.139,2.2054,19.98,20.887,8.5744,15.993,16.717,33.697,10.237,5.7789,7.4652,-4.714,13.251,-2.6531,13.949,23.83,17.757,22.823,17.199,28.893,9.422,6.3739,14.946,3.1506,-0.82589,29.802,39.46,4.5753,-2.457,-3.7967,-5.0493,11.522,11.159,9.3316,-5.2074,4.0113,1.1335,36.531,-1.8346,7.563,3.4763,20.691,10.312,1.8474,3.0019,-0.8431,1.6189,-3.4843,8.2538,-4.1907,38.352,6.9693,18.082,3.9101,5.1968,9.6045,-1.2911,1.8675,19.039,7.2998,37.831,15.709,23.215,13.072,21.25,47.523,27.152,8.9709,54.396,18.103,44.539,7.7065,0.10429,40.123,12.85,5.632,15.606,16.698,32.89,42.01,31.323,34.168,24.275
28.755,21.274,27.854,31.42,19.816,24.877,23.869,29.264,21.174,23.25,28.567,30.486,24.527,19.126,26.613,15.992,24.555,22.24,18.586,26.267,17.682,27.328,26.089,27.45,22.931,21.368,27.585,23.47,26.15,22.489,25.843,16.48,26.11,26.085,28.003,29.571,26.735,23.091,27.649,25.689,24.878,22.811,24.765,23.492,18.235,26.566,28.954,24.317,28.385,20.035,24.813,27.055,24.528,22.807,27.008,25.257,32.493,26.549,26.819,29.61,26.561,26.961,30.251,23.087,32.72,25.281,32.219,27.382,29.478,22.75,22.974,18.002,27.97,21.483,26.329,21.057,24.382,19.356,18.546,21.673,22.31,19.845,22.45,22.672,18.301,19.482,21.791,28.471,23.245,24.985,21.173,21.932,25.533,23.636,21.579,15.971,17.166,22.596,21.386,30.562,23.308,17.27,13.413,20.596,20.557,19.786,21.47,18.745,28.144,24.899,20.424,22.527,23.931,24.174,12.742,21.52,27.611,18.516,17.747,18.767,30.943,18.094,18.432,21.225,16.39,20.316,12.998,16.678,21.856,16.269,20.799,19.281,23.295,29.505,21.036,29.681,20.33,25.439,28.531,20.923,30.355,27.875,21.57,26.942,26.049,28.263,25.221,17.761,27.444,22.056,21.34,26.228,23.88,32.522,27.54
