20,20,28,6,48,30,36,14,8,8,12,14,2,0,16,2,28,6,12,10,26,18,16,22,10,20,2,30,10,8,24,8,18,10,18,8,10,16,14,28,6,4,14,16,18,14,4,4,0,2,6,6,24,6,16,16,6,8,4,14,26,14,16,2,4,4,16,4,20,34,20,18,6,36,6,26,18,8,6,46,8
508.16,347.63,694.05,615.77,531.66,425.67,539.02,539.28,833.41,361.56,420.86,463.54,666.93,501.8,338.68,651.76,692.9,507.93,437.03,488.83,704.53,523,466.62,529.65,592.1,699.44,527.33,867.36,597.97,530.07,653.99,412.75,586.73,684.7,613.22,644.27,626.57,820.6,311.95,533.91,721.26,351.79,654.82,433.4,641.37,514.27,496.37,504.95,792.19,509.36,270.27,424.77,476.09,291.4,772.97,400.46,303.4,593.94,467.96,621.92,597.51,649.86,314.88,706.31,397,490.67,322.85,316.19,798.49,953.64,751.66,1019.1,800.91,326.67,819.36,792.84,1232.1,656.03,388.31,664.23,626.95
81.612,115.07,73.341,132.42,119.44,109.79,96.914,82.625,123.64,133.77,121.46,78.817,124.12,118.35,104.41,108.25,137.73,148.71,110.2,143.56,113.14,69.506,114.82,80.677,123.96,126.3,128.32,123.8,112.93,142.6,121.51,94.521,132.92,72.98,146.56,97.895,139.62,96.823,107.56,197.71,126.97,145.92,172.15,93.911,125.33,141.16,139.31,198.45,113.06,140.16,168.09,129.93,92.71,135.75,163.42,83.687,138.97,130.57,181.09,180.66,150.66,119.15,140.35,129.46,213.84,111.89,126.91,157.77,84.344,128.76,109.37,110.54,81.896,136.5,95.898,132.23,108.78,133.67,106.86,165.41,133.33
89.606,62.371,72.328,85.714,68.576,85.062,92.848,76.218,60.471,56.945,85.795,82.629,79.389,64.477,80.684,71.553,88.632,70.915,77.779,75.507,70.66,84.745,88.542,75.502,78.416,59.436,76.032,75.916,88.236,67.367,71.87,83.801,71.958,86.729,85.939,76.075,85.384,79.252,51.701,77.664,72.44,68.373,59.223,65.13,66.455,53.757,69.234,72.671,72.225,77.299,57.173,49.369,50.343,43.182,58.915,74.775,84.909,79.651,94.31,62.523,92.671,62.299,64.399,36.011,72.861,55.094,56.31,58.719,72.178,60.733,84.95,82.983,76.28,89.113,86.653,89.638,77.678,68.385,92.505,73.821,80.262
544.7,360.48,763.18,683.07,631.28,463.89,597.18,606.16,943.25,413.22,471.57,520.13,752.36,561.66,379.23,749.59,711.98,542.55,481.61,552.85,732.38,595.29,505.13,568.16,608.87,706.36,580.02,963.09,650.58,622.6,668.92,470.26,623.41,745.81,676.89,710.99,651.21,906.34,330.58,614.27,803.22,388.23,728.79,488.83,682.49,576.73,583.68,556.32,748.16,545.47,292.77,474.94,520.46,326.16,849.43,435.83,347.46,672.18,517.58,635.53,593.93,662.16,382.28,726.72,467.33,484.02,385.44,331.09,872.64,1031.8,774.69,1030.8,867.04,393.34,923.29,746.1,1279.9,747.37,427.9,657.25,673.4
3.4235,3.7665,3.3263,3.7048,3.5507,3.6172,3.7551,3.3772,3.5056,3.1885,3.5902,3.2983,3.2212,3.3712,3.6307,3.5483,3.5033,3.4576,3.2289,3.6902,3.7667,3.3145,3.6407,3.1575,3.1496,3.3636,3.3464,3.3822,3.3391,3.3707,3.3716,3.2132,3.6794,3.7213,3.179,3.3076,3.5221,3.504,3.3287,3.5706,3.3772,3.3997,3.4037,3.507,2.7888,3.2262,3.5109,3.0748,3.8219,3.2494,3.4671,3.5909,3.1981,3.1285,3.1554,3.3929,3.5948,3.5493,3.0721,3.2294,3.197,2.9069,3.539,2.4411,3.3711,3.0348,3.141,3.2616,3.4554,3.4133,3.6378,3.4502,3.4144,3.7874,3.5308,3.6388,3.567,3.6311,3.5497,2.7619,3.5068
157.78,122.77,129.19,134.57,166.82,176.05,140.14,174.15,136.71,112.62,120.22,123.29,124.11,127.68,126.87,107.99,166.26,156.58,117.34,170.63,126.85,128.25,141.92,101.52,151.08,147.62,149.53,175.69,172.55,155.4,142.71,137.41,155.85,152.63,129.9,136.15,143.84,167.8,122.27,144.24,151.46,147.38,135.89,106.35,119.3,141.95,141.6,135.66,156.96,161.7,140.81,149.2,93.637,113.25,155.71,104.65,120.89,163.6,112.03,146.22,158.66,116.08,133.79,100.19,159.99,118.01,128.14,144.35,176.78,149.49,168.56,158.16,123.01,154.35,197.22,144.25,136.67,122.12,175.39,142.81,130.65
3.7124,2.848,3.6748,3.5831,3.4685,2.8579,3.6534,3.3502,3.1504,3.2355,3.3636,3.0325,2.8913,3.2672,3.3739,3.2885,3.495,3.4872,2.7821,3.6081,2.8236,3.4324,2.969,3.2883,3.5299,3.4384,3.5595,3.6559,3.3558,3.4768,3.3128,3.3996,3.5763,3.8156,3.5949,3.6745,3.624,3.6391,3.1683,3.0551,3.3173,3.3156,3.686,3.108,3.1143,3.2166,3.1893,3.5141,3.5353,3.6768,3.2759,2.5489,2.8377,3.5505,2.8603,2.7681,3.2256,3.4756,3.1269,2.8768,3.2714,2.9524,3.6154,3.0288,3.1711,3.2878,3.1576,3.4586,3.28,3.4672,3.6511,3.8153,3.2065,3.6068,3.52,3.487,3.5822,3.6188,3.0896,3.2895,3.5254
12,26,36,18,60,30,12,48,20,2,2,2,0,6,6,18,38,26,18,10,2,36,4,0,22,12,82,50,40,30,46,18,32,30,28,28,20,58,34,38,6,52,18,8,18,8,20,4,24,14,8,4,12,0,6,14,4,0,6,6,26,8,0,18,44,12,50,10,14,10,16,20,70,30,36,38,6,24,42,4,10
179.78,122.91,202.05,229.8,118.98,167.09,173.84,152.62,293.24,109.54,180.44,182.32,227.1,155.75,125.02,204.46,289.32,200.67,141.91,146.09,276.32,219.22,138.46,161.37,172.27,263.81,161.18,222.4,185.56,131.96,237.01,187.56,182.4,226.43,206.83,239.99,153.38,187.47,139.08,141.93,224.49,180.01,152.36,143.99,173.44,143.07,122.95,115.28,262.79,186.73,110.97,145.6,159.02,136.09,202.72,117.49,98.02,180.78,144.67,185.49,192.01,169.93,114.5,221.29,136.54,198.33,133.42,153.17,258.27,235.35,252.88,280.56,317.05,123.52,235.29,289.61,398.66,228.86,140.76,170.26,155
3.2483,3.4754,3.6078,3.2654,3.3056,3.6276,3.3986,3.2134,2.0123,3.2675,3.3974,2.9749,2.9697,3.534,2.8236,3.5058,3.4007,2.7276,2.7064,3.3282,3.3147,3.3232,3.4719,3.5912,3.5305,2.7785,3.2975,3.4753,3.4345,3.3201,3.3158,3.6084,3.6099,3.351,3.4384,3.5396,3.3452,3.3402,3.3887,3.1599,3.3066,3.5185,2.7912,3.2724,3.274,3.448,3.3641,3.1627,3.3297,3.5615,3.3017,3.0198,3.2875,3.7188,3.182,3.0548,3.1818,3.162,2.5348,3.1923,3.5942,3.1774,2.97,2.9729,3.3499,3.1687,2.6105,2.9751,3.4838,3.3536,3.6381,3.8217,3.773,3.4837,3.4251,3.3618,3.6939,3.5308,3.3836,2.8436,3.2448
5.2385,5.6395,5.8508,3.8251,6.6085,3.9983,4.3305,5.4097,6.5122,5.7432,3.8855,7.0482,7.759,6.6133,2.4402,4.2822,5.4226,7.5706,6.3823,4.3243,5.4585,5.5139,4.876,2.9027,5.2648,3.2235,4.4293,5.4309,5.8777,7.5816,5.5421,7.3424,5.7977,4.2329,6.2713,7.7646,5.3038,5.8471,4.8511,5.3955,4.8869,6.021,4.5023,5.6235,5.7543,7.0266,5.791,7.5476,5.3044,7.1232,7.5888,6.4005,4.7388,6.8733,6.0213,6.514,6.5939,6.6028,7.9014,7.1821,5.5513,5.1155,6.5768,6.5631,6.3894,7.1254,5.6221,5.0736,4.6218,5.3504,4.4859,6.6361,4.2557,3.8863,5.9681,6.3283,6.0066,4.3942,5.4453,6.3945,5.529
7.4328,7.6826,7.4903,7.0009,7.1294,6.9269,6.5891,7.6245,7.5249,6.838,7.0989,6.9031,6.6587,6.4538,7.4212,7.3947,7.499,7.5903,6.2932,7.1722,6.6306,6.8864,8.2381,7.2244,6.942,7.4231,6.2743,8.0074,8.0712,7.2541,7.2492,7.5672,7.7961,7.4526,7.2083,7.2057,6.4087,7.7096,6.809,7.1322,7.0281,7.3306,6.5356,7.7849,7.0109,7.2907,7.5295,6.1327,6.7192,7.0247,6.2627,6.5076,6.3273,5.6022,5.3372,7.0886,6.583,7.1911,6.4482,6.6754,6.6446,7.057,7.751,8.0767,7.0962,6.6996,7.2622,7.403,7.3844,6.4796,7.7987,7.9787,6.3677,7.7168,7.8617,7.2441,7.3537,7.7906,6.9548,7.8239,6.9804
70,96,86,26,40,44,34,88,56,34,20,56,64,36,22,44,72,46,44,98,12,52,14,22,32,58,58,38,80,32,48,50,66,58,96,78,82,44,22,4,70,52,64,24,22,14,18,66,72,42,2,52,72,12,26,60,58,128,8,54,86,30,32,42,2,54,20,26,32,86,20,34,72,70,86,78,106,120,72,114,62
151.77,95.037,133.5,159.8,121.33,140.49,122.91,123.62,149.76,143.22,144.95,115.65,88.438,181.49,137.62,144.76,152.23,114.18,162.58,160.63,115.26,118.27,134.35,170.25,181.13,98.928,126.17,167.43,147.46,182.11,120.46,110.19,122,148.01,178.39,202.48,130.11,133.07,140.56,181.99,109.68,130.96,150.85,177.88,116.16,137.4,221.98,178.29,150.93,215.18,143.49,121.78,140.24,201.61,231.33,150.1,205.63,131.08,231.73,109.92,231.98,105.52,207.16,142.6,160.27,109.74,157.98,186.44,118.52,117.56,142.97,112.02,145.38,96.079,140.03,123,128.7,127.55,124.63,145.79,155.53
10,4,30,8,12,12,10,14,34,30,12,22,8,18,16,34,22,50,24,28,36,10,16,10,8,2,18,16,8,8,4,34,34,6,16,20,10,10,22,20,12,20,8,30,14,14,38,44,8,24,14,20,16,30,50,32,12,26,28,26,16,28,40,40,44,34,26,24,18,16,26,8,18,26,26,24,20,14,18,12,20
11.206,11.347,12.23,12.753,11.51,11.523,13.47,12.757,13.117,10.1,12.875,8.7497,12.683,9.4981,11.494,12.062,13.101,12.448,9.8475,13.45,12.709,11.735,9.9149,13.025,10.686,10.29,12.413,12.309,12.014,10.643,9.6769,10.162,12.174,12.812,13.239,13.497,11.575,11.718,12.952,11.54,11.268,12.174,13.631,10.973,11.438,10.528,11.691,11.371,12.081,10.829,12.729,10.206,10.423,11.08,12.189,9.6192,9.8929,12.237,11.99,12.599,12.936,12.617,12.449,9.4701,10.975,9.8032,9.8382,11.615,12.019,13.289,13.055,10.5,12.956,13.631,13.378,13.405,13.236,12.944,14.009,14.271,12.896
322.19,237.04,320.66,389.61,559.83,382.99,360.67,334.19,372.52,401.33,526.29,525.36,435.79,651.21,417.61,457.39,531.33,395.8,388.74,391.44,277.46,223.4,442.34,419.99,585.33,342.96,456.54,240.08,265.36,391.43,302.27,304.03,496.45,355.81,609.24,786.22,332.71,714.02,406.77,420.93,551.18,306.76,543.26,385.31,475.72,381.41,818.85,852.93,340.36,669.35,467.62,447.09,312.68,418.59,605.14,463.74,613.93,466.46,725.07,395.15,688.78,383.58,915.52,412.01,414.88,419.07,541.82,459.81,413.66,479.04,521.55,459.35,488.77,483.57,322.19,369.55,467.77,511.37,293.49,312.09,406
